iso3,year,month,pop,ACLED_conflict_related_deaths,ACLED_protests,ACLED_strategic_developments,ACLED_violence_against_civilians,ACLED_battles,ACLED_explosions_remote_violence,ACLED_riots,ACLED_events,ACLED_protests_peaceful_protest,ACLED_strategic_developments_change_to_group_activity,ACLED_strategic_developments_arrests,ACLED_protests_protest_with_intervention,ACLED_violence_against_civilians_attack,ACLED_battles_armed_clash,ACLED_battles_government_regains_territory,ACLED_battles_non_state_actor_overtakes_territory,ACLED_explosions_remote_violence_air_drone_strike,ACLED_explosions_remote_violence_remote_explosive_landmine_ied,ACLED_explosions_remote_violence_shelling_artillery_missile_attack,ACLED_explosions_remote_violence_suicide_bomb,ACLED_riots_mob_violence,ACLED_strategic_developments_disrupted_weapons_use,ACLED_strategic_developments_looting_property_destruction,ACLED_strategic_developments_non_violent_transfer_of_territory,ACLED_violence_against_civilians_abduction_forced_disappearance,ACLED_violence_against_civilians_sexual_violence,ACLED_riots_violent_demonstration,ACLED_strategic_developments_agreement,ACLED_strategic_developments_headquarters_or_base_established,ACLED_protests_excessive_force_against_protesters,ACLED_strategic_developments_other,ACLED_explosions_remote_violence_grenade,ACLED_explosions_remote_violence_chemical_weapon,ACLED_Gang_Events,yearmon,region_code,ACLED_conflict_related_deaths_change,ACLED_events_change,ACLED_BRD_per_100k
LKA,2019,6,21803000,4,83,5,9,1,1,14,42,80,0,0,3,4,1,0,0,0,0,0,0,13,0,1,0,0,1,1,0,0,0,0,0,0,9,Jun 2019,SAR,-0.8431372549019608,0.5949367088607596,0.018346099160665964
BLZ,2019,6,385829,14,3,1,11,2,0,0,26,2,0,0,1,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,Jun 2019,LAC,1.1538461538461537,0.07216494845360821,3.6285504718411525
BEN,2019,6,12726755,5,0,0,1,2,0,5,8,0,0,0,0,1,2,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,Jun 2019,SSA,0.05263157894736836,1.0869565217391304,0.03928731243745951
NER,2019,6,22947757,84,1,2,25,5,1,1,35,1,1,0,0,15,5,0,0,0,1,0,0,0,0,1,0,9,0,1,0,0,0,0,0,0,1,Jun 2019,SSA,0.35483870967741926,0.381578947368421,0.3660488473884398
TCD,2019,6,16685223,43,1,2,2,4,1,2,13,0,0,1,1,2,3,0,0,0,0,1,0,1,0,1,0,0,0,1,0,0,0,0,0,0,1,Jun 2019,SSA,-0.007692307692307776,0.054054054054053946,0.25771306742499034
BFA,2019,6,20961952,140,11,10,26,18,3,3,67,11,3,0,0,17,17,0,0,1,1,1,0,2,0,6,0,3,0,1,0,0,0,1,0,0,7,Jun 2019,SSA,0.43100511073253833,0.28846153846153855,0.6678767320905992
VNM,2019,6,97173776,1,4,2,1,1,0,0,6,3,0,2,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,Jun 2019,EAP,-0.36842105263157887,0.35849056603773577,0.001029084225357261
JAM,2019,6,2823271,24,0,3,15,9,0,0,49,0,2,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,22,Jun 2019,LAC,0.18518518518518512,0.3095768374164811,0.8500777998286384
LBN,2019,6,5794594,10,54,8,5,6,2,11,43,52,2,1,1,3,1,0,0,0,0,0,1,1,0,0,0,0,0,10,0,0,1,4,0,0,9,Jun 2019,MNA,2.75,0.8105263157894738,0.17257464457389077
BDI,2019,6,12255336,14,19,3,58,8,0,4,88,19,0,0,0,44,4,0,0,0,0,0,0,4,0,3,0,1,2,0,0,0,0,0,0,0,15,Jun 2019,SSA,-0.3306772908366534,0.08641975308641969,0.1142359540366743
SLV,2019,6,6222318,104,7,2,54,35,0,2,168,7,0,0,0,9,7,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,75,Jun 2019,LAC,0.33333333333333326,0.3903448275862069,1.6714028437633695
BGD,2019,6,164913055,27,52,4,25,8,0,32,82,50,0,2,2,15,8,0,0,0,0,0,0,27,0,1,0,0,0,5,0,0,0,0,0,0,11,Jun 2019,SAR,0.14084507042253525,-0.25114155251141557,0.016372263554271068
UGA,2019,6,42999637,8,3,0,12,3,0,8,26,3,0,0,0,6,3,0,0,0,0,0,0,8,0,0,0,3,0,0,0,0,0,0,0,0,3,Jun 2019,SSA,-0.17948717948717952,-0.22962962962962963,0.018604808221985687
KEN,2019,6,51202827,24,8,2,9,5,1,5,30,7,0,0,1,1,4,0,0,0,1,0,0,3,0,1,0,1,1,2,1,0,0,0,0,0,7,Jun 2019,SSA,-0.1165644171779141,-0.32835820895522383,0.04687241194709815
UKR,2019,6,44957458,25,92,16,12,842,582,19,1500,90,4,1,2,5,842,0,0,0,2,567,0,13,2,2,0,0,0,6,0,0,0,0,0,0,27,Jun 2019,ECA,-0.6134020618556701,0.1635423400129281,0.05560812624236895
IDN,2019,6,272489381,9,48,9,8,0,0,7,31,46,0,3,2,5,0,0,0,0,0,0,0,5,1,0,0,0,0,2,0,0,0,3,0,0,5,Jun 2019,EAP,-0.11475409836065564,-0.02872062663185382,0.003302881002911449
EGY,2019,6,107553158,88,4,5,11,10,38,0,68,2,0,1,2,4,10,0,0,22,10,6,0,0,0,3,0,5,0,0,0,0,0,1,0,0,2,Jun 2019,MNA,-0.06465899025686439,0.3225283630470017,0.0818200056943005
PRI,2019,6,3193694,11,3,0,8,1,0,0,18,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,Jun 2019,LAC,0.023255813953488413,-0.3353846153846154,0.34442873988553696
MDG,2019,6,28219554,16,1,3,7,8,0,2,20,1,0,0,0,6,8,0,0,0,0,0,0,1,0,3,0,0,1,1,0,0,0,0,0,0,0,Jun 2019,SSA,-0.1351351351351351,0.05726872246696035,0.056698273828140584
CIV,2019,6,28193009,5,4,1,1,2,0,4,11,4,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,3,0,0,0,0,0,0,3,Jun 2019,SSA,0.25,0.05600000000000005,0.01773489307225064
CAF,2019,6,4944703,1,3,5,5,1,0,1,14,3,1,0,0,1,1,0,0,0,0,0,0,0,0,3,0,2,1,1,0,0,0,0,0,0,2,Jun 2019,SSA,-0.9849812265331664,-0.7232289950576607,0.020223661562686374
GIN,2019,6,13034346,1,3,1,2,0,0,4,8,2,0,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,1,4,0,0,0,0,0,0,0,Jun 2019,SSA,-0.76,-0.2727272727272727,0.007672038167469239
PAN,2019,6,4234700,1,52,0,1,0,0,4,6,52,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,1,Jun 2019,LAC,0,2,0.023614423689989845
TUN,2019,6,11875081,5,39,3,1,3,2,7,24,37,0,1,2,1,0,0,0,0,0,0,1,1,0,0,0,0,0,6,0,0,0,0,0,0,6,Jun 2019,MNA,0.6666666666666667,-0.19327731092436973,0.04210497595763768
TTO,2019,6,1363985,9,4,0,17,3,0,0,40,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20,Jun 2019,LAC,-0.4832535885167465,-0.07156673114119927,0.6598313031301664
DJI,2019,6,1088709,3,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Jun 2019,MNA,-0.5890410958904109,-0.7142857142857143,0.27555572701245235
TZA,2019,6,59174891,4,1,0,2,1,0,1,8,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,3,Jun 2019,SSA,-0.09433962264150952,0.37142857142857144,0.006759623773535974
RWA,2019,6,12776103,3,1,0,1,1,0,0,4,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,Jun 2019,SSA,-0.23404255319148937,0.19999999999999996,0.023481338558400792
NIC,2019,6,6483657,2,25,0,10,0,0,3,26,16,0,0,8,6,0,0,0,0,0,0,0,2,0,0,0,0,1,1,0,0,0,0,0,0,4,Jun 2019,LAC,-0.4482758620689655,-0.6363636363636364,0.03084678908831852
NAM,2019,6,2650494,1,1,0,1,0,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Jun 2019,SSA,-0.5555555555555556,-0.6756756756756757,0.03772881583584042
ECU,2019,6,17340021,1,12,0,1,0,0,4,5,12,0,0,0,1,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,Jun 2019,LAC,-0.75,-0.23076923076923073,0.00576700570316495
GHA,2019,6,31258945,4,4,0,0,6,0,12,18,4,0,0,0,0,6,0,0,0,0,0,0,7,0,0,0,0,0,5,0,0,0,0,0,0,0,Jun 2019,SSA,0.4117647058823528,0.830508474576271,0.012796337176446616
NPL,2019,6,28414064,2,249,20,6,1,7,60,120,242,1,2,7,0,1,0,0,0,3,0,0,43,5,1,0,0,2,17,0,0,0,0,0,0,19,Jun 2019,SAR,-0.3513513513513514,0.2880143112701252,0.007038767843980361
ZAF,2019,6,59587885,4,46,0,5,1,0,45,54,45,0,0,1,4,1,0,0,0,0,0,0,7,0,0,0,0,0,37,0,0,0,0,0,0,2,Jun 2019,SSA,-0.22580645161290325,-0.1518324607329843,0.006712773913690677
PRY,2019,6,6515058,10,44,0,0,1,0,7,11,42,0,0,2,0,1,0,0,0,0,0,0,4,0,0,0,0,0,2,0,0,0,0,0,0,1,Jun 2019,LAC,2.5714285714285716,0.44736842105263164,0.15349057521820988
ARG,2019,6,44973465,1,49,0,2,0,0,11,14,48,0,0,1,2,0,0,0,0,0,0,0,6,0,0,0,0,0,5,0,0,0,0,0,0,0,Jun 2019,LAC,-0.5454545454545454,-0.43775100401606426,0.0022235333657302145
KAZ,2019,6,19209555,1,46,1,4,0,0,1,18,35,0,1,11,3,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,Jun 2019,ECA,0,1.5714285714285716,0.005205742662961219
URY,2019,6,3397206,1,2,0,1,0,0,0,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,Jun 2019,LAC,0,-0.33333333333333337,0.029435954134073707
PSE,2019,6,4685306,1,27,92,22,5,8,169,307,23,6,3,2,19,2,0,0,5,0,2,0,127,0,42,0,0,0,42,3,0,2,38,0,0,7,Jun 2019,MNA,-0.9178082191780822,-0.3790662396763863,0.02134332314687664
GAB,2019,6,2267706,1,0,0,1,0,0,2,3,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,Jun 2019,SSA,-0.736842105263158,-0.2857142857142857,0.04409742709151892
RUS,2019,6,145453291,5,157,4,1,2,0,0,25,140,0,1,17,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,3,0,0,1,Jun 2019,ECA,-0.25,-0.5106035889070146,0.003437529646544745
AGO,2019,6,32375632,1,1,0,1,0,0,1,2,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,Jun 2019,SSA,-0.8032786885245902,-0.6417910447761194,0.003088742792727567
IRN,2019,6,87051648,3,142,5,1,5,2,3,21,139,0,0,3,1,5,0,0,0,0,0,0,1,0,1,0,0,0,2,0,0,0,4,0,0,2,Jun 2019,MNA,-0.8293838862559242,-0.041825095057034245,0.0034462299898101872
TKM,2019,6,6803944,1,0,0,0,1,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,Jun 2019,ECA,-0.96,-0.33333333333333337,0.014697357885367662
TGO,2019,6,8463068,4,0,0,0,1,0,2,3,0,0,0,0,0,1,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,Jun 2019,SSA,-0.3513513513513514,-0.3207547169811321,0.04726418362702509
BDI,2019,7,12255336,24,1,25,57,8,1,5,120,1,0,1,0,36,5,0,0,0,0,0,0,5,0,17,0,3,4,0,0,0,0,1,0,0,24,Jul 2019,SSA,0.225531914893617,0.518987341772152,0.19583306406287024
SOM,2019,7,16030971,509,7,15,53,130,64,3,311,7,1,0,0,38,117,4,0,9,24,5,2,1,3,4,2,5,1,2,0,0,0,0,1,0,46,Jul 2019,SSA,0.11378555798687096,0.024430414493549435,3.175103990893627
HND,2019,7,9943633,65,67,6,55,13,0,30,175,62,0,1,4,2,3,0,0,0,0,0,0,3,0,1,0,1,0,27,0,0,1,0,0,0,66,Jul 2019,LAC,-0.03703703703703709,0.3779527559055118,0.6536846241207817
GTM,2019,7,17103803,139,23,2,64,64,1,5,256,22,0,1,1,11,0,0,0,0,0,0,0,2,0,0,0,0,0,3,0,0,0,0,0,0,119,Jul 2019,LAC,0.7974137931034484,0.5336994508237645,0.8126847578868864
BRA,2019,7,207455459,531,158,41,179,443,19,48,1312,153,1,7,4,25,67,0,0,0,0,0,0,15,0,2,0,1,2,32,0,0,1,1,0,0,577,Jul 2019,LAC,0.058471760797342176,-0.18361420793362715,0.2559585573498936
MEX,2019,7,125762982,759,358,48,470,123,0,74,1295,347,14,22,9,18,13,0,0,0,0,0,0,41,0,3,0,2,0,32,0,0,1,2,0,0,569,Jul 2019,LAC,-0.07326007326007322,-0.0776900706273369,0.6035162238757983
MMR,2019,7,52640713,182,60,11,13,63,10,3,117,60,2,3,0,7,60,0,0,0,0,2,0,3,0,2,0,1,1,0,0,0,0,2,0,0,17,Jul 2019,EAP,1.2821316614420062,0.2625899280575539,0.3457399978605913
CMR,2019,7,25506095,118,2,6,36,25,4,2,82,2,0,1,0,29,25,0,0,0,1,0,0,0,0,5,0,1,0,2,0,0,0,0,0,0,9,Jul 2019,SSA,-0.22580645161290314,-0.02766798418972327,0.4626345193178336
AFG,2019,7,37856121,4344,0,26,41,879,522,0,1505,0,0,2,0,36,833,8,32,230,189,67,8,0,13,3,1,0,0,0,1,0,0,3,5,0,37,Jul 2019,SAR,0.1931334401464866,0.3699461427596147,11.475026720249547
SLV,2019,7,6222318,66,11,15,29,31,0,1,122,11,3,3,0,9,9,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,4,0,0,46,Jul 2019,LAC,-0.1826625386996904,-0.024650233177881398,1.060697958542138
VEN,2019,7,28938098,301,171,1,88,109,1,11,359,164,1,0,6,20,35,0,0,0,0,0,0,2,0,0,0,1,0,9,0,0,1,0,0,0,142,Jul 2019,LAC,0.24766839378238337,0.19567027477102417,1.0401512912147854
COD,2019,7,92947442,365,46,28,104,62,1,12,294,32,4,4,14,43,38,6,0,0,1,0,0,9,0,5,1,13,1,3,4,2,0,0,0,0,73,Jul 2019,SSA,0.17520794204453982,0.3475935828877006,0.3926950458733442
IND,2019,7,1389030312,114,1568,37,99,72,18,307,668,1502,1,12,64,65,65,0,0,0,2,0,0,249,6,2,0,0,2,58,0,0,0,4,0,0,69,Jul 2019,SAR,-0.11912427559562133,-0.11435200530328138,0.008207164308448872
LBY,2019,7,6951033,276,11,9,6,37,68,2,141,11,0,2,0,0,34,1,0,55,0,6,0,0,1,0,0,2,0,2,0,0,0,0,0,0,19,Jul 2019,MNA,1.1028571428571428,0.6785714285714286,3.9706328541383704
TCD,2019,7,16685223,23,1,1,6,4,1,1,17,1,0,0,0,2,3,0,0,0,1,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,4,Jul 2019,SSA,-0.5,0.2993630573248407,0.13784652443662276
IRQ,2019,7,41192171,298,41,11,8,61,127,1,229,40,1,2,1,6,59,0,0,84,12,13,1,0,4,2,0,1,0,1,0,0,0,2,0,0,20,Jul 2019,MNA,-0.10933997509339966,-0.11583011583011582,0.7234384417369019
BGD,2019,7,164913055,17,75,1,20,6,0,35,74,73,0,0,2,11,6,0,0,0,0,0,0,32,0,0,0,0,0,3,0,0,0,0,0,0,10,Jul 2019,SAR,-0.3177257525083612,-0.3513513513513513,0.010308462237874376
PAK,2019,7,230800899,102,521,9,41,39,12,45,194,514,0,6,6,25,29,0,0,0,1,0,1,17,0,0,0,0,0,27,0,0,0,0,0,0,41,Jul 2019,SAR,-0.12696148359486448,-0.05404307192198299,0.044193935310451286
PHL,2019,7,110804683,155,33,3,95,32,2,0,170,30,0,1,3,66,28,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,35,Jul 2019,EAP,-0.07370517928286857,-0.038189533239038176,0.13988578443024832
UKR,2019,7,44957458,33,74,12,13,576,606,19,1257,72,2,1,2,6,576,0,0,0,3,586,0,11,1,2,0,0,0,8,0,0,0,0,1,0,29,Jul 2019,ECA,-0.41764705882352937,-0.03941921925746672,0.07340272663992702
NGA,2019,7,209485641,460,61,12,68,44,2,11,201,58,0,0,3,27,24,0,0,2,0,0,0,5,0,3,0,3,0,6,3,0,0,3,0,0,61,Jul 2019,SSA,-0.101123595505618,0.1074380165289257,0.21958545597881815
YEM,2019,7,35111408,2838,29,66,58,340,482,1,985,28,31,1,0,41,282,40,8,102,39,335,0,0,10,11,2,0,0,1,0,4,1,3,0,0,37,Jul 2019,MNA,-0.04786401252516215,-0.06914474720428421,8.08284304633981
SSD,2019,7,10423384,84,0,1,19,13,0,0,41,0,1,0,0,9,12,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,8,Jul 2019,SSA,-0.4771784232365145,-0.4490481522956328,0.8058803167953901
SYR,2019,7,20353534,1384,8,74,105,147,1724,1,2248,7,25,11,0,40,86,5,1,1003,22,602,1,1,4,14,0,33,0,0,1,2,1,4,0,0,196,Jul 2019,MNA,-0.11096836357796691,0.35954036891442387,6.7998019410290125
COL,2019,7,49907985,105,42,37,77,42,25,17,290,39,3,1,3,13,31,0,0,0,13,0,0,7,5,8,0,6,0,9,1,0,0,8,4,0,89,Jul 2019,LAC,-0.16390179163901786,-0.10814966683751925,0.2103871755191078
RUS,2019,7,145453291,4,195,1,3,2,0,0,22,181,0,1,11,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,2,Jul 2019,ECA,-0.37662337662337664,-0.5532994923857868,0.0027500237172357962
MOZ,2019,7,29884380,50,4,1,19,4,0,2,32,1,0,1,3,15,4,0,0,0,0,0,0,2,0,0,0,0,1,0,0,0,0,0,0,0,3,Jul 2019,SSA,0.9607843137254901,1,0.16731148513035907
NER,2019,7,22947757,26,1,3,17,3,1,1,28,1,0,0,0,3,3,0,0,0,1,0,0,0,0,1,0,12,0,1,0,0,0,1,0,0,3,Jul 2019,SSA,-0.6085319949811794,0.053291536050156685,0.11330083371546945
KEN,2019,7,51202827,7,15,1,4,2,1,7,21,13,0,0,1,2,1,0,0,0,1,0,0,5,0,0,0,0,0,2,0,0,1,0,0,0,4,Jul 2019,SSA,-0.7469879518072289,-0.5263157894736843,0.013671120151236962
GUY,2019,7,807665,1,12,0,1,0,0,0,1,12,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Jul 2019,LAC,0,-0.5,0.12381370989209634
TUN,2019,7,11875081,1,47,3,0,2,1,8,18,47,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,7,0,0,0,1,0,0,4,Jul 2019,MNA,-0.7,-0.420911528150134,0.008420995191527536
IRN,2019,7,87051648,15,200,12,0,6,2,5,30,198,0,0,2,0,5,0,0,0,0,2,0,3,0,1,0,0,0,2,0,0,0,9,0,0,3,Jul 2019,MNA,-0.032258064516129004,0.42292490118577075,0.017231149949050936
SDN,2019,7,45548175,52,137,6,26,5,2,4,66,117,2,1,13,21,5,0,0,0,0,1,0,0,0,0,0,2,1,4,1,0,7,2,0,0,3,Jul 2019,SSA,-0.04587155963302747,-0.06161137440758291,0.11416483755935336
MLI,2019,7,21068405,71,6,9,21,13,5,5,68,6,3,0,0,12,10,0,0,1,4,0,0,2,1,0,0,0,0,3,1,0,0,1,0,0,15,Jul 2019,SSA,-0.5615028306742151,-0.15962924819773439,0.3369975088289788
TUR,2019,7,82579440,101,214,58,24,69,34,8,248,166,16,17,47,23,67,0,0,20,7,3,0,4,2,21,0,0,0,4,0,0,1,1,1,0,7,Jul 2019,ECA,0.4292452830188678,0.40642722117202257,0.12230647241008173
IDN,2019,7,272489381,8,74,6,10,4,0,14,46,70,0,2,4,5,3,0,0,0,0,0,0,5,1,1,0,0,0,9,0,0,0,0,0,0,8,Jul 2019,EAP,-0.19327731092436973,0.4375,0.002935894224810177
TTO,2019,7,1363985,32,5,2,21,9,0,1,62,5,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,29,Jul 2019,LAC,0.9692307692307693,0.49397590361445776,2.346066855573925
JAM,2019,7,2823271,26,0,3,18,4,0,0,49,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,24,Jul 2019,LAC,0.248,0.24840764331210186,0.9209176164810251
EGY,2019,7,107553158,49,6,3,11,11,30,0,59,6,0,0,0,4,11,0,0,20,4,6,0,0,0,3,0,3,0,0,0,0,0,0,0,0,4,Jul 2019,MNA,-0.4828496042216359,0.07762557077625565,0.04555886680705368
BLZ,2019,7,385829,10,4,2,10,3,0,1,28,4,1,0,0,2,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,12,Jul 2019,LAC,0.33333333333333326,0.15068493150684947,2.591821765600823
THA,2019,7,71522271,19,14,11,12,5,5,1,40,13,1,8,1,8,4,0,0,0,5,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,5,Jul 2019,EAP,0.3255813953488371,0.07623318385650224,0.026565151993006485
BFA,2019,7,20961952,135,3,15,29,26,4,0,77,3,2,0,0,23,25,0,0,0,4,0,0,0,0,9,1,5,0,0,0,0,0,2,0,0,3,Jul 2019,SSA,0.2347560975609757,0.35882352941176476,0.6440239916587921
LBR,2019,7,5043721,1,2,0,1,0,0,3,5,1,0,0,1,1,0,0,0,0,0,0,0,2,0,0,0,0,0,1,0,0,0,0,0,0,0,Jul 2019,SSA,-0.5714285714285714,-0.10447761194029848,0.019826631964773626
SAU,2019,7,30063799,58,1,12,0,4,12,0,28,1,0,0,0,0,4,0,0,6,0,6,0,0,12,0,0,0,0,0,0,0,0,0,0,0,0,Jul 2019,MNA,-0.5369261477045908,-0.3320079522862822,0.1929230567301225
MDG,2019,7,28219554,19,1,0,6,9,0,1,16,1,0,0,0,5,9,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,Jul 2019,SSA,0.06542056074766367,-0.20661157024793397,0.06732920017091695
HTI,2019,7,11105163,40,12,2,11,10,0,6,46,11,0,1,1,4,3,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,1,0,0,16,Jul 2019,LAC,0.4860681114551082,-0.22143864598025387,0.3601928220234138
MAR,2019,7,36210898,3,65,0,1,1,0,5,10,63,0,0,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,1,Jul 2019,MNA,1.5714285714285712,0.5384615384615385,0.008284798681325164
TJK,2019,7,9529966,14,0,0,2,0,0,0,2,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Jul 2019,ECA,6.538461538461538,-0.46153846153846156,0.1469050361774638
ETH,2019,7,115737383,13,4,0,2,0,0,3,8,1,0,0,0,2,0,0,0,0,0,0,0,1,0,0,0,0,0,2,0,0,3,0,0,0,0,Jul 2019,SSA,-0.8574040219378428,-0.7880794701986755,0.011232325859657636
PRY,2019,7,6515058,1,68,0,1,0,0,8,14,64,0,0,4,1,0,0,0,0,0,0,0,2,0,0,0,0,0,5,0,0,0,0,0,0,1,Jul 2019,LAC,-0.75,0.7142857142857144,0.015349057521820988
ISR,2019,7,9054000,2,67,4,4,1,9,18,57,58,0,0,9,1,0,0,0,0,0,2,0,3,1,2,0,0,0,15,0,0,0,0,0,0,12,Jul 2019,MNA,0.1428571428571428,0.4901960784313726,0.02208968411751712
PRI,2019,7,3193694,9,18,2,5,2,0,3,19,17,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,2,0,0,6,Jul 2019,LAC,-0.1692307692307693,-0.2875,0.2818053326336211
UGA,2019,7,42999637,4,7,3,7,2,0,20,39,4,0,0,3,5,2,0,0,0,0,0,0,9,0,0,0,0,0,11,0,0,0,1,0,0,4,Jul 2019,SSA,-0.6097560975609756,0.13592233009708732,0.009302404110992844
CAF,2019,7,4944703,16,2,16,8,6,0,0,39,1,6,0,1,3,4,0,0,0,0,0,0,0,0,0,0,0,0,0,9,0,0,0,0,0,8,Jul 2019,SSA,-0.7221418234442837,-0.11363636363636365,0.323578585002982
PER,2019,7,32449303,2,44,1,1,0,1,14,26,37,0,1,7,0,0,0,0,0,0,0,0,6,0,0,0,0,0,8,0,0,0,0,0,0,2,Jul 2019,LAC,-0.04761904761904767,0.6049382716049383,0.006163460583421468
NPL,2019,7,28414064,4,179,23,12,4,4,76,149,172,0,0,6,4,3,0,0,0,3,0,0,38,5,5,0,0,2,37,0,0,0,0,0,0,23,Jul 2019,SAR,0.26315789473684226,0.7159309021113245,0.014077535687960722
CHN,2019,7,1407745000,2,192,38,32,0,0,20,105,181,9,1,10,20,0,0,0,0,0,0,0,3,0,26,0,8,0,17,0,0,1,2,0,0,4,Jul 2019,EAP,-0.2727272727272727,-0.1802212101496422,1.4207118476712758e-4
KAZ,2019,7,19209555,3,47,5,6,2,0,6,38,36,0,2,11,3,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,8,Jul 2019,ECA,2,3.1304347826086962,0.015617227988883658
GEO,2019,7,3720161,1,86,1,1,2,0,1,8,85,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,2,Jul 2019,ECA,-0.25,-0.07692307692307687,0.02688055705115988
PSE,2019,7,4685306,4,14,101,12,11,0,156,298,6,3,2,5,12,2,0,0,0,0,0,0,127,1,49,0,0,0,29,0,0,3,45,0,0,10,Jul 2019,MNA,-0.6619718309859155,-0.3840854288666896,0.08537329258750656
CIV,2019,7,28193009,1,3,0,2,0,0,2,5,2,0,0,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,Jul 2019,SSA,-0.7209302325581395,-0.5454545454545454,0.0035469786144501285
ZAF,2019,7,59587885,4,74,3,6,0,1,74,92,73,3,0,1,2,0,0,0,0,0,0,0,16,0,0,0,0,0,56,0,0,0,0,0,0,7,Jul 2019,SSA,-0.19999999999999996,0.47593582887700525,0.006712773913690677
RWA,2019,7,12776103,2,1,0,7,0,0,0,9,1,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,2,Jul 2019,SSA,-0.5,1.6999999999999997,0.015654225705600527
ECU,2019,7,17340021,1,22,0,1,0,0,9,12,21,0,0,1,0,0,0,0,0,0,0,0,5,0,0,0,0,0,4,0,0,0,0,0,0,1,Jul 2019,LAC,-0.6666666666666667,1,0.00576700570316495
TKM,2019,7,6803944,1,0,1,1,0,0,0,2,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,Jul 2019,ECA,-0.9230769230769231,-0.19999999999999996,0.014697357885367662
NIC,2019,7,6483657,3,14,4,9,0,0,0,17,11,3,0,2,8,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,Jul 2019,LAC,-0.12903225806451613,-0.7441471571906355,0.04627018363247778
CHL,2019,7,19197744,1,96,10,2,0,1,24,44,91,0,0,5,2,0,0,0,0,1,0,0,4,1,7,0,0,0,20,0,0,0,0,0,0,2,Jul 2019,LAC,0,-0.2567567567567568,0.005208945384416002
